sales_order_id,order_date,customer_name,finished_product,quantity_ordered,required_delivery_date,status
SO-887,2025-11-20,Pavilion Retail Supplies,Epoxy Floor Coating,594,2025-12-11,Delivered
SO-888,2025-11-20,Maybank Facilities Mgmt,Premium White Paint 1L,383,2025-11-28,Open
SO-889,2025-11-20,Kerjaya Bina Bhd,Premium White Paint 1L,543,2025-11-28,Delivered
SO-890,2025-11-21,Pavilion Retail Supplies,Anti-Rust Coating,229,2025-12-05,Delivered
SO-891,2025-11-21,Metro Paint Supplies,Automotive Red Paint,206,2025-12-06,Delivered
SO-892,2025-11-21,Nippon Construction Sdn Bhd,Clear Varnish,769,2025-12-13,Open
SO-893,2025-11-22,Metro Paint Supplies,Epoxy Floor Coating,589,2025-12-04,Delivered
SO-894,2025-11-22,YTL Hardware Centre,Anti-Rust Coating,413,2025-12-07,Delivered
SO-895,2025-11-22,Sime Darby Property,Clear Varnish,635,2025-12-05,Open
SO-896,2025-11-22,Kerjaya Bina Bhd,Clear Varnish,221,2025-11-28,Delivered
SO-897,2025-11-23,Eco World Supplies,Marine Blue Coating,119,2025-12-16,Delivered
SO-898,2025-11-23,BuildRight Hardware,Clear Varnish,484,2025-12-16,Delivered
SO-899,2025-11-23,Sunway Building Materials,Protective Roof Paint,694,2025-12-11,Open
SO-900,2025-11-24,Gamuda Trading,Epoxy Floor Coating,225,2025-12-16,Delivered
SO-901,2025-11-24,Kerjaya Bina Bhd,Marine Blue Coating,367,2025-12-13,Delivered
SO-902,2025-11-24,Kerjaya Bina Bhd,Clear Varnish,526,2025-12-16,Delivered
SO-903,2025-11-24,UEM Sunrise Bhd,Protective Roof Paint,424,2025-12-01,Delivered
SO-904,2025-11-24,Metro Paint Supplies,Premium White Paint 4L,162,2025-12-10,Delivered
SO-905,2025-11-26,IJM Corporation,Wood Stain Brown,498,2025-12-18,Delivered
SO-906,2025-11-26,IJM Corporation,Premium White Paint 1L,183,2025-12-08,Delivered
SO-907,2025-11-26,Gamuda Trading,Anti-Rust Coating,267,2025-12-09,Delivered
SO-908,2025-11-27,Top Glove Facilities,Premium White Paint 1L,282,2025-12-18,Delivered
SO-909,2025-11-27,Nippon Construction Sdn Bhd,Wood Stain Brown,259,2025-12-20,Delivered
SO-910,2025-11-28,Nippon Construction Sdn Bhd,Anti-Rust Coating,460,2025-12-21,Delivered
SO-911,2025-11-29,Kerjaya Bina Bhd,Premium White Paint 1L,730,2025-12-19,Open
SO-912,2025-11-29,Nippon Construction Sdn Bhd,Premium White Paint 1L,384,2025-12-23,Open
SO-913,2025-11-30,YTL Hardware Centre,Automotive Red Paint,757,2025-12-08,Open
SO-914,2025-11-30,Kerjaya Bina Bhd,Automotive Red Paint,560,2025-12-09,Open
SO-915,2025-12-01,Maybank Facilities Mgmt,Clear Varnish,186,2025-12-24,Open
SO-916,2025-12-01,BuildRight Hardware,Premium White Paint 1L,727,2025-12-08,Delivered
SO-917,2025-12-02,BuildRight Hardware,Wood Stain Brown,563,2025-12-24,Open
SO-918,2025-12-02,Kerjaya Bina Bhd,Wood Stain Brown,424,2025-12-14,Delivered
SO-919,2025-12-02,SP Setia Hardware,Protective Roof Paint,574,2025-12-22,Open
SO-920,2025-12-03,YTL Hardware Centre,Epoxy Floor Coating,385,2025-12-31,Open
SO-921,2025-12-03,BuildRight Hardware,Premium White Paint 4L,196,2025-12-13,Delivered
SO-922,2025-12-03,Kerjaya Bina Bhd,Protective Roof Paint,500,2026-01-10,Open
SO-923,2025-12-03,IJM Corporation,Industrial Grey Primer,677,2025-12-22,Delivered
SO-924,2025-12-03,YTL Hardware Centre,Anti-Rust Coating,250,2025-12-09,Delivered
SO-925,2025-12-04,Kerjaya Bina Bhd,Anti-Rust Coating,373,2025-12-09,Delivered
SO-926,2025-12-04,Sunway Building Materials,Automotive Red Paint,328,2025-12-24,Open
SO-927,2025-12-04,Nippon Construction Sdn Bhd,Epoxy Floor Coating,655,2025-12-24,Delivered
SO-928,2025-12-04,Sunway Building Materials,Automotive Red Paint,582,2025-12-12,Delivered
SO-929,2025-12-04,SP Setia Hardware,Protective Roof Paint,425,2025-12-10,Delivered
SO-930,2025-12-05,Sime Darby Property,Anti-Rust Coating,478,2025-12-24,Delivered
SO-931,2025-12-06,YTL Hardware Centre,Industrial Grey Primer,161,2025-12-13,Delivered
SO-932,2025-12-06,UEM Sunrise Bhd,Premium White Paint 4L,153,2025-12-22,Delivered
SO-933,2025-12-07,Maybank Facilities Mgmt,Anti-Rust Coating,71,2025-12-27,Delivered
SO-934,2025-12-07,BuildRight Hardware,Clear Varnish,718,2025-12-17,Delivered
SO-935,2025-12-07,Nippon Construction Sdn Bhd,Wood Stain Brown,388,2025-12-15,Delivered
SO-936,2025-12-07,IJM Corporation,Epoxy Floor Coating,706,2025-12-16,Open
SO-937,2025-12-08,Sime Darby Property,Premium White Paint 4L,400,2026-01-15,Open
SO-938,2025-12-08,BuildRight Hardware,Wood Stain Brown,225,2026-01-05,Open
SO-939,2025-12-08,Metro Paint Supplies,Epoxy Floor Coating,293,2025-12-22,Open
SO-940,2025-12-08,Metro Paint Supplies,Protective Roof Paint,642,2025-12-22,Delivered
SO-941,2025-12-09,IJM Corporation,Anti-Rust Coating,744,2025-12-18,Delivered
SO-942,2025-12-10,Gamuda Trading,Industrial Grey Primer,124,2025-12-27,Open
SO-943,2025-12-10,Sunway Building Materials,Premium White Paint 4L,120,2025-12-27,Delivered
SO-944,2025-12-10,Maybank Facilities Mgmt,Premium White Paint 4L,602,2025-12-31,Open
SO-945,2025-12-10,Pavilion Retail Supplies,Wood Stain Brown,110,2025-12-19,Delivered
SO-946,2025-12-10,Gamuda Trading,Premium White Paint 1L,600,2026-01-20,Open
SO-947,2025-12-11,Eco World Supplies,Premium White Paint 1L,507,2026-01-03,Delivered
SO-948,2025-12-11,YTL Hardware Centre,Clear Varnish,400,2025-12-27,Delivered
SO-949,2025-12-11,Sime Darby Property,Anti-Rust Coating,685,2025-12-25,Delivered
SO-950,2025-12-11,Kerjaya Bina Bhd,Industrial Grey Primer,725,2025-12-25,Delivered
SO-951,2025-12-11,Maybank Facilities Mgmt,Automotive Red Paint,494,2025-12-24,Delivered
SO-952,2025-12-12,UEM Sunrise Bhd,Anti-Rust Coating,367,2026-01-02,Open
SO-953,2025-12-13,YTL Hardware Centre,Anti-Rust Coating,111,2026-01-03,Delivered
SO-954,2025-12-13,BuildRight Hardware,Industrial Grey Primer,231,2025-12-24,Open
SO-955,2025-12-14,Top Glove Facilities,Anti-Rust Coating,366,2026-01-02,Open
SO-956,2025-12-14,Sime Darby Property,Protective Roof Paint,679,2025-12-23,Open
SO-957,2025-12-14,Pavilion Retail Supplies,Industrial Grey Primer,364,2026-01-11,Open
SO-958,2025-12-15,SP Setia Hardware,Protective Roof Paint,300,2026-01-25,Open
SO-959,2025-12-15,Gamuda Trading,Anti-Rust Coating,109,2026-01-07,Delivered
SO-960,2025-12-15,UEM Sunrise Bhd,Industrial Grey Primer,125,2026-01-04,Delivered
SO-961,2025-12-15,Sime Darby Property,Marine Blue Coating,452,2025-12-22,Delivered
SO-962,2025-12-15,Kerjaya Bina Bhd,Anti-Rust Coating,755,2025-12-22,Open
SO-963,2025-12-16,IJM Corporation,Wood Stain Brown,88,2026-01-06,Open
SO-964,2025-12-16,Eco World Supplies,Premium White Paint 4L,182,2026-01-09,Open
SO-965,2025-12-16,IJM Corporation,Anti-Rust Coating,130,2025-12-29,Delivered
SO-966,2025-12-16,Gamuda Trading,Premium White Paint 4L,75,2025-12-24,Delivered
SO-967,2025-12-17,Metro Paint Supplies,Premium White Paint 4L,98,2026-01-05,Open
SO-968,2025-12-18,Eco World Supplies,Premium White Paint 4L,350,2026-02-01,Open
SO-969,2025-12-18,Pavilion Retail Supplies,Anti-Rust Coating,373,2026-01-08,Open
SO-970,2025-12-20,Top Glove Facilities,Automotive Red Paint,159,2026-01-17,Open
SO-971,2025-12-20,Kerjaya Bina Bhd,Clear Varnish,100,2026-01-10,Open
SO-972,2025-12-20,Metro Paint Supplies,Protective Roof Paint,414,2025-12-27,Open
SO-973,2025-12-20,IJM Corporation,Automotive Red Paint,782,2025-12-28,Delivered
SO-974,2025-12-21,IJM Corporation,Industrial Grey Primer,481,2026-01-07,Open
SO-975,2025-12-21,Metro Paint Supplies,Protective Roof Paint,748,2026-01-06,Delivered
SO-976,2025-12-22,UEM Sunrise Bhd,Premium White Paint 1L,635,2026-01-02,Delivered
SO-977,2025-12-23,Eco World Supplies,Anti-Rust Coating,68,2026-01-02,Delivered
SO-978,2025-12-23,Maybank Facilities Mgmt,Premium White Paint 4L,176,2026-01-02,Open
SO-979,2025-12-23,Kerjaya Bina Bhd,Automotive Red Paint,372,2026-01-05,Delivered
SO-980,2025-12-23,Gamuda Trading,Marine Blue Coating,708,2026-01-01,Delivered
SO-981,2025-12-24,Kerjaya Bina Bhd,Protective Roof Paint,706,2025-12-30,Delivered
SO-982,2025-12-25,Top Glove Facilities,Automotive Red Paint,419,2026-01-10,Open
SO-983,2025-12-25,Nippon Construction Sdn Bhd,Anti-Rust Coating,782,2026-01-12,Delivered
SO-984,2025-12-26,IJM Corporation,Premium White Paint 4L,682,2026-01-19,Delivered
SO-985,2025-12-26,Eco World Supplies,Automotive Red Paint,512,2026-01-17,Delivered
SO-986,2025-12-26,Metro Paint Supplies,Industrial Grey Primer,79,2026-01-10,Open
SO-987,2025-12-27,UEM Sunrise Bhd,Premium White Paint 4L,436,2026-01-13,Open
SO-988,2025-12-27,Maybank Facilities Mgmt,Marine Blue Coating,275,2026-01-24,Open
SO-989,2025-12-27,Gamuda Trading,Protective Roof Paint,615,2026-01-01,Delivered
SO-990,2025-12-28,BuildRight Hardware,Automotive Red Paint,142,2026-01-14,Delivered
SO-991,2025-12-28,IJM Corporation,Marine Blue Coating,544,2026-01-02,Delivered
SO-992,2025-12-28,YTL Hardware Centre,Anti-Rust Coating,61,2026-01-13,Delivered
SO-993,2025-12-30,Sime Darby Property,Premium White Paint 1L,794,2026-01-10,Delivered
SO-994,2025-12-30,SP Setia Hardware,Clear Varnish,140,2026-01-13,Delivered
SO-995,2025-12-30,Metro Paint Supplies,Automotive Red Paint,774,2026-01-05,Delivered
SO-996,2025-12-31,BuildRight Hardware,Premium White Paint 1L,549,2026-01-21,Delivered
SO-997,2025-12-31,Sime Darby Property,Automotive Red Paint,165,2026-01-17,Delivered
SO-998,2025-12-31,BuildRight Hardware,Premium White Paint 4L,278,2026-01-10,Delivered
SO-999,2025-12-31,Maybank Facilities Mgmt,Epoxy Floor Coating,730,2026-01-10,Delivered
SO-1000,2025-12-31,Pavilion Retail Supplies,Industrial Grey Primer,705,2026-01-17,Delivered
